,Unnamed: 0,video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,search_term,year,File Name,Content,Subjectivity/Objectivity,topic
1815,1815,7185926794502098218,2023-01-07T10:06:35,24.0,US,,215.0,4.0,21.0,2095.0,Thisnis what Republican leadership looks like #republicans #speakerofthehouse #kevinmccarthy #trump #retrumplicans #politics #heidytorr ,False,,heidytorr2,Heidy,,,,,,False,Republican State Leadership Committee,2021,@heidytorr2_video_7185926794502098218.txt," This didn't happen in a third world country. This happened in the United States of America, in Congress. Florida's Republican MacGates voted present. He and McCarthy exchanged words, and as McCarthy walks back to his seat, a heated mic Rogers with Alabama approached Gates and had to be physically restrained. Richard Hudson and... Welcome to Republican leadership.",subjective,congressional
1816,1816,7113571739526827310,2022-06-26T11:31:31,12.0,US,,116.0,0.0,1.0,1160.0,#greenscreen in case you needed another reason to quit nicotine,False,,pogsyy,Tara Rule,,,,,,True,Republican State Leadership Committee,2021,@pogsyy_video_7113571739526827310.txt,,,not english
1817,1817,7113582463867276590,2022-06-26T12:13:08,72.0,US,,54900.0,2237.0,1107.0,304000.0,equityfwd.org - full list and contact for companies HQ,False,,pogsyy,Tara Rule,,,,,,True,Republican State Leadership Committee,2021,@pogsyy_video_7113582463867276590.txt," The only chance we have at fixing this is by not financially backing the companies that are funding this ban. Time to use a different place to get your contact. Time to change insurance if possible. We should have done this a long time ago, but stop using Amazon. Stop buying this shitty beer. Change your provider if possible. Change banks if you can. Don't shop at Best Buy, that one's easy. Change pharmacies. Don't buy Coca-Cola. Don't buy Delta. I'm in a Sly guy. Cancel that Disney Plus subscription. Don't buy anything off eBay. These companies are scams anyway. Don't get your gas mobile. This one's tricky. There's no always poisoning babies since not anyone. My ex-hardest is sales staying anyway. Don't say a holiday. I mean, that's like Dreno anyway. Change insurance. I've had problems with them anyway. For providers if you can, I'm not sure I'll open the target anymore until you die. I'm a lift also, so that's what we need to find a different pharmacy. There's so plenty out there. Absolutely far qualmer. Oh my god, what if I can't do all those? That's fine. Not everyone can, but if you can, stop using those companies. Moreover, you can contact the companies directly and say, hey, I'm not going to give you my business anymore and pressure them into defunding the support and ban. The only way they're going to listen or do anything is if it hurts their profit.",subjective,consumer boy
1818,1818,7187242756404727082,2023-01-10T23:12:51,336.0,US,,58.0,6.0,11.0,1720.0,"State Representative Bryan Slaton explains how Republicans in the Texas House give up power to Democrats by appointing them to chair committees. This practice, embraced by current House Leadership, gives Democrats more leverage than they earn from voters on Election Day. The reason? Camaraderie  and cooperation and prioritized over advancing Republican priorities.",False,,texasscorecard,Texas Scorecard,,,,,,False,Republican State Leadership Committee,2021,@texasscorecard_video_7187242756404727082.txt," It is 100% on us and we don't get to blame the Democrats. I'm Brian Slayton, I'm state representative, House District 2, which is Hunt, Hopkins, and Van St. Kent's. A lot of people have asked and also sometimes are surprised to know that Democrats serve as chairman in the Texas House and that's 100% true. We spend a lot of money in the general election to defeat Democrats. We a lot of narratives are written about how bad they are, how we don't want them in leadership. We don't want them to have the elected office, but yet in the Texas House, we literally give them chairmanship, which means they have more leverage and more power than they earn on election day. I don't think other members necessarily hide it. I think they just accept it. A lot of it is the legislature is treated as just a club. I mean, there's a lot of nice people. We have to hang out together and we go to meals and other things with each other a lot. So of course, they want to come lottery. And I think the Republican members don't want to mess that up. I think they're hoping that if the Democrats take over, the Democrats will make sure they're chairman, or they just want to have this persona as being bipartisan. The problem is what we lose while they're gaining the friendship, the bipartisan persona, and all that, we're losing good conservative public policy being implemented in our life. And I've been asked, you know, what conservative legislation is killed? Well, any is possible. Any on day one, because as bills removing, like I say, these Democrat chairman can say, hey, y'all have this important bill in these committees. Those are dead on arrival, because why? These are moving. And it just holds our bills hostage. And, you know, we don't get hearings on the Trump wall. We don't get hearings on banning in-state tuition for illegals. And on and on and on, we see problems. The CRT bill we had in the regular session got watered down by the Democrats. People say that if we don't allow Democrats to be chairman, then somehow we're going to look just like DC. Because when you see up in Congress, we're trying to win the House back. That's the talk up in DC. Guess what? If Republicans around the country show up and vote, and we have the majority in the U.S. Congress, we aren't punished with Nancy Pelosi's leadership. That seems like a pretty common sense strategy, common sense, you know, a result of a Republican showing up to vote. In Texas, you're about to see what, six or seven, eight, nine months, bashing Beto, bashing AOC, the Democrats, and Joe Biden's failed policies. But what they don't want to tell you is that if Beto was running for Texas House Representatives, he could be a chairman. Nancy Pelosi could be a chairman. All these Democrats they want a point to could be a chairman in the Texas House Representatives. So in a way, we look worse than DC. What does it say about our Republican leadership? That there are Republicans that instead of them becoming an actual chairman in the Texas House, they would rather vote to give it away to Democrats. Because there's 30-something committees. There's Republicans that are not going to be chairman in the Texas House. And a lot of members down there live for that title. Let me tell you, they live for the title being called Chairman. And the reason they're not is because they themselves vote and support giving the chairmanship to Democrats. It doesn't make sense to me or a lot of Republican voters why we do this to ourselves. And I don't really care if someone thinks we look like DC. We need to stand up for Texas period. And if that means making sure Republicans are the chairman, we should do that. So if this passes, if we wind up getting in the rules that only the majority party can be chairman, implementing conservative public policy in our lives has just increased dramatically. The second thing it does is it puts more pressure on us for Republicans. Because now we're not going to be able to say, oh, it died in committee or it died in the process. We ran out of time. We are literally in control of what's happening in that body. No one can mess up the plans by killing these other bills because they're a chairman. We literally are going to be in the driver's seat and the Democrats will have to fight as though they don't have the votes to stop a lot of things. So it has the potential for great things to happen in Texas, but it also puts way more of a burden on the Republican elected official and our leadership caucus chair speaker of the House. Because now if we don't pass these items, it is 100% on us and we don't get to blame the Democrats. Do you want to get your news from people who share your values? Texas scorecard. Real news for real Texans.",subjective,legisl
1819,1819,7278042262364228906,2023-09-12T16:41:17,52.0,US,,706.0,34.0,49.0,6072.0,#greenscreenvideo Go follow @arkdems ,False,,rachaelinarkansas,rachaelinarkansas,,,,,,False,Republican State Leadership Committee,2021,@rachaelinarkansas_video_7278042262364228906.txt," I'm just asking that you are candid with the people. We are. We spend all day yesterday being behind those doors. That is our job as legislators. That is our job to get a product that is better for the state. And what we did as legislators yesterday, you can call it behind closed doors, whatever you want to call it. That's how things are done. It was not something just crazy wicked. And I'm not going to accept that to be put out in this committee. It is not crazy wicked what was done to get this product. I believe you are putting words in my mouth. I didn't say crazy wicked. But I would also ask, who is it truly better for? The bureaucrats or the people?",subjective,legisl
1820,1820,7278050506855959839,2023-09-12T17:13:21,51.0,US,,2495.0,124.0,147.0,31700.0,#duet with @Rachael it’s the condescension for me 💁‍♀️ #vote #runforsomething #arkansas @arkdems,False,,kellykrout,kellykrout,,,,,,False,Republican State Leadership Committee,2021,@kellykrout_video_7278050506855959839.txt," I'm just asking that you are candid with the people. We are. We spend all day yesterday being behind those doors. That is our job as legislators. That is our job to get a product that is better for the state. And what that is, what we did as legislators yesterday. You can call it behind closed doors, whatever you want to call it. That's how things are done. It was not something just crazy wicked. And I'm not going to accept that to be put out in this committee. It is not crazy wicked. What was done to get this product? I believe you're putting words in my mouth. I didn't say crazy wicked. But I would also ask, who is it truly better for? The bureaucrats or the people?",subjective,legisl
1821,1821,7206392363067968810,2023-03-03T13:43:03,112.0,US,,425.0,38.0,41.0,3887.0,Inspiring leadership by iowa republicans. 🤢,False,,burnerlearner,Chase,,,,,,False,Republican State Leadership Committee,2021,@burnerlearner_video_7206392363067968810.txt," Here's what Iowa Republicans are up to in the last month or so. So we had our first funnel deadline, bills that don't make it through these committees are not eligible for their consideration, so everyone tries to shove a bunch of things through quickly. Their priority seems to be a bunch of bills aimed at trans kids. One example, school district employees would need parental permission to use a nickname or pronoun for a student that's not on the child's birth certificate. A camera on his lobbyist says that parents should have the ultimate responsibility and right to decide what is in the best interest of their children, including when it comes to their education. None related news, committee passed a bill banning gender-forming care for minors, moved that contradicts the guidance of doctors in state and national medical association, so much for the parents having the right to decide. Lawmakers advance the bill at limits eminent domain power for companies looking to run CO2 pipelines in Iowa. This bill might not be awful, but I'm hesitant to give any credit because I doubt it'll stop anything that will benefit ethanol. Lawmakers at the State House introduced proposed constitutional amendment on Tuesday to ban gay marriage in Iowa. Sounds like it's not going anywhere, but it shows you where some Iowa Republicans are at. This week, a bill introduced at the State House with ban abortion in Iowa. It's called the Iowa Human Life Protection Act. It would penalize doctors and anyone who helps trying to get an abortion. It would also require internet providers to block Iowa's access to websites related to abortion care. A child labor bill got through with 16 to 17 year olds in Iowa could work in bars and sell or serve drinks. With parental permission, 15 year olds could perform light assembly work, provided it is not on a machine or in an area with machines, but somehow 14 year olds could work in meat lockers. In unrelated news, a new report from the Iowa Cancer Registry shows the state is protected to have the second highest incident rate of cancer cases in the country this year. Doesn't look like there's going to be any action taken on that though. I'll leave you with a quote from Iowa House Minority Leader Jennifer Confirst. If you were to look at this legislator's work, you would think the biggest problem facing our state is trans kids in gay marriage. Instead, the problems facing our state are rising cancer rates, our homeless kids, our schools at new additional help, our mental health crisis that I've heard about over and over. We've done nothing to address these issues, but it looks like all we can do is sign petitions. We can do better. Thanks for watching.",subjective,transgender
1822,1822,7329278155770858794,2024-01-28T17:22:55,25.0,US,,213.0,3.0,87.0,2978.0,Here we go… #k#kansask#ksk#kansasstated#dodgecityk#kansasstated#dodgecityk#kansascityk#kansascitykansask#kckw#wichitaw#wichitaksw#wichitakansast#topekat#topekakansass#southwestkansasd#dodgecitykansask#kansas#k#kslegk#kansascitykansask#kckw#wichitaw#wichitaksw#wichitakansast#topekat#topekakansast#topekaprouds#southwestkansasd#dodgecitykansask#kansask#kslegk#kstiktokk#kansastiktokkansastok ,False,,loud_light,Loud Light,,,,,,False,Republican State Leadership Committee,2021,@loud_light_video_7329278155770858794.txt," At the annual anti-abortion march, Republican leadership said they planned to push for more anti-abortion laws, in spite of the state's constitutional protections for reproductive health care, which Kansas voters overwhelmingly upheld in 2022. At the rally, Kansas for a life called on voters to protect the Republican supermajority in the November election, so that they may continue their drive to ban abortion.",subjective,reproductive
1823,1823,7358947514223004970,2024-04-17T17:15:11,40.0,US,,0.0,0.0,0.0,16.0,"Improving Veterans' Healthcare Access - Wyatt Gable | Republican Party for North Carolina State House District 14 Wyatt Gable, a Republican candidate for State House District 14 in NC, acknowledges the federal jurisdiction of the VA but highlights the state's role in addressing veterans' needs. He emphasizes the pressing issue of limited access to VA healthcare in Onslow County, particularly for retired military personnel. Gable advocates for establishing a VA healthcare hospital locally to reduce the burden on veterans who currently have to travel long distances for essential medical services. #election #election2024 #campaign #politics #political #NCStateHouse #District14 #NC #ConservativeLeadership #RepublicanCandidate #Ncpolitics #NorthCarolina",False,,thepoliticallens,Political Lens 🤠,,,,,,False,Republican State Leadership Committee,2021,@thepoliticallens_video_7358947514223004970.txt," Obviously, the VA is a federal topic and issue, but there are impacts we can make at the state level. I know a big thing that we have in terms of where I am at Camp LeJune is we have a lot of requests for a VA healthcare hospital in Onzal County, because the closest one to us is about two hours away. So even though you have a enormous marine base, you on top of that have a lot of retired Marines there, and any branch of the military, and they've got a drive incredibly far to get the healthcare that they deserve. And so trying to get something like that in Onzal is a big part that we want to try and change.",subjective,veterans
1824,1824,7102605102388661547,2022-05-27T22:15:20,57.0,US,,84.0,2.0,0.0,1465.0,I’m officially a politician I am elected to the Cabell County Republican Executive Committee #republican #politics #politician #westvirginia #cabellcounty,False,,shelbyleehill73,Shelby Lee Hill,,,,,,False,Republican State Leadership Committee,2021,@shelbyleehill73_video_7102605102388661547.txt, Officially a elected official. I am strong when I am on your shoulder.,subjective,elected
1825,1825,7358946203788119338,2024-04-17T17:10:07,55.0,US,,0.0,0.0,0.0,9.0,"Perspectives on Vaccination: Balancing Safety and Urgency - Wyatt Gable | Republican Party for North Carolina State House District 14 The interviewee shares their perspective on vaccination, raising concerns about the rapid development of the COVID-19 vaccine compared to established vaccines. They question the necessity of COVID-19 vaccination for individuals who choose not to get it, emphasizing the importance of personal choice and the effectiveness of vaccines that have undergone extensive research and testing over decades. #election #election2024 #campaign #politics #political #NCStateHouse #District14 #NC #ConservativeLeadership #RepublicanCandidate #Ncpolitics #NorthCarolina",False,,thepoliticallens,Political Lens 🤠,,,,,,False,Republican State Leadership Committee,2021,@thepoliticallens_video_7358946203788119338.txt," And even though he was vaccinated, it's still got to him. So sometimes it doesn't even work. But for the average day American, it shouldn't affect your wife. If you decide, I don't want to get this vaccine. Because if someone else is vaccinated, it shouldn't their vaccine protect them from that. So that's kind of the way I look at it. Yeah. But for me, another big thing with the measles vaccine or any of the other big ones that are out there, like the tetanus shot or meningitis, these shots have been around for decades now. They've had years and years of research and testing. And then they're for something that is very serious, like meningitis. Whereas the COVID vaccine was just pushed out with very little research and testing. And it's for something that in terms of the survival rate and things along with that, it wasn't all that serious.",subjective,vaccine
1826,1826,7358950115471609131,2024-04-17T17:25:12,50.0,US,,1.0,0.0,0.0,13.0,"Ensuring School Safety - Wyatt Gable | Republican Party for North Carolina State House District 14 Wyatt Gable emphasizes the importance of enhancing school safety measures by advocating for armed guards in educational institutions. He argues that the presence of armed guards and trained teachers would serve as a more effective deterrent against potential threats than simply labeling schools as gun-free zones. Gable highlights the existing practice of having student resource officers in every school in Onslow County as a positive example and suggests further measures, including mental health checks for teachers, to ensure the security of students and staff. #election #election2024 #campaign #politics #political #NCStateHouse #District14 #NC #ConservativeLeadership #RepublicanCandidate #Ncpolitics #NorthCarolina",False,,thepoliticallens,Political Lens 🤠,,,,,,False,Republican State Leadership Committee,2021,@thepoliticallens_video_7358950115471609131.txt," And then another big thing I want to try and work on is we have to have armed guards in our school system. Because when someone comes up to a school and if they would like to do harm onto students and shoot, you know, just fish in a barrel, what's going to deter someone? A sign that says this is a gun-free zone or a sign that says we have armed guards and teachers here that will defend our students with force if necessary. That one's going to deter someone from shooting up a school. And luckily in Anzac County, we're on from every school has a student resource officer. So we have a sheriff at every school, which is great. But if you can get even more, if you get a, you know, obviously do your mental health checks and all these things for teachers to make sure that they are qualified and capable.",subjective,school security
1827,1827,7185926794502098218,2023-01-07T10:06:35,24.0,US,,215.0,4.0,21.0,2095.0,Thisnis what Republican leadership looks like #republicans #speakerofthehouse #kevinmccarthy #trump #retrumplicans #politics #heidytorr ,False,,heidytorr2,Heidy,,,,,,False,Republican State Leadership Committee,2021,@heidytorr2_video_7185926794502098218.txt," This didn't happen in a third world country. This happened in the United States of America, in Congress. Florida's Republican MacGates voted present. He and McCarthy exchanged words, and as McCarthy walks back to his seat, a heated mic Rogers with Alabama approached Gates and had to be physically restrained. Richard Hudson and... Welcome to Republican leadership.",subjective,congressional
1828,1828,7113571739526827310,2022-06-26T11:31:31,12.0,US,,116.0,0.0,1.0,1160.0,#greenscreen in case you needed another reason to quit nicotine,False,,pogsyy,Tara Rule,,,,,,True,Republican State Leadership Committee,2021,@pogsyy_video_7113571739526827310.txt,,,not english
1829,1829,7113582463867276590,2022-06-26T12:13:08,72.0,US,,54900.0,2237.0,1107.0,304000.0,equityfwd.org - full list and contact for companies HQ,False,,pogsyy,Tara Rule,,,,,,True,Republican State Leadership Committee,2021,@pogsyy_video_7113582463867276590.txt," The only chance we have at fixing this is by not financially backing the companies that are funding this ban. Time to use a different place to get your contact. Time to change insurance if possible. We should have done this a long time ago, but stop using Amazon. Stop buying this shitty beer. Change your provider if possible. Change banks if you can. Don't shop at Best Buy, that one's easy. Change pharmacies. Don't buy Coca-Cola. Don't buy Delta. I'm in a Sly guy. Cancel that Disney Plus subscription. Don't buy anything off eBay. These companies are scams anyway. Don't get your gas mobile. This one's tricky. There's no always poisoning babies since not anyone. My ex-hardest is sales staying anyway. Don't say a holiday. I mean, that's like Dreno anyway. Change insurance. I've had problems with them anyway. For providers if you can, I'm not sure I'll open the target anymore until you die. I'm a lift also, so that's what we need to find a different pharmacy. There's so plenty out there. Absolutely far qualmer. Oh my god, what if I can't do all those? That's fine. Not everyone can, but if you can, stop using those companies. Moreover, you can contact the companies directly and say, hey, I'm not going to give you my business anymore and pressure them into defunding the support and ban. The only way they're going to listen or do anything is if it hurts their profit.",subjective,consumer boy
1830,1830,7185926794502098218,2023-01-07T10:06:35,24.0,US,,215.0,4.0,21.0,2095.0,Thisnis what Republican leadership looks like #republicans #speakerofthehouse #kevinmccarthy #trump #retrumplicans #politics #heidytorr ,False,,heidytorr2,Heidy,,,,,,False,Republican State Leadership Committee,2021,@heidytorr2_video_7185926794502098218.txt," This didn't happen in a third world country. This happened in the United States of America, in Congress. Florida's Republican MacGates voted present. He and McCarthy exchanged words, and as McCarthy walks back to his seat, a heated mic Rogers with Alabama approached Gates and had to be physically restrained. Richard Hudson and... Welcome to Republican leadership.",subjective,"politics,"
1831,1831,7347526261469711662,2024-03-17T22:34:53,161.0,US,"Tankini, Liberty University, liberty university strict rules, what is a tankini, Liberty University Rules, college dress code, liberty university parties, liberty university dress code, rules at my college, University Dress Code",313100.0,1310.0,825.0,2200000.0,dress code rules for the random people that care 😃 #libertyuniversity #rules ,False,,mocepeda,mo :),,,,,,False,Liberty University,2021,@mocepeda_video_7347526261469711662.txt," Rules at Liberty University that would send people at another university in a spiral. Part two. This one is going to be about dress code. Also for reference, if you break any of these rules in class you get called out, you have to leave and change. And if you like are leaving your dorm and get called out you have to change. And then you can get written up for points against you and too many points result in fines. I'm like low key referencing the Liberty way which is like our honor code system. So here are some things about our dress code. There's technically two different types of dress code. So like just like dress for like class dress and then like gym and like other stuff. You have to be covering your whole chest sides of your body midsection all that. And if you're gonna wear like skirts or a dress they have to be down to your mid thigh which like is never really enforced and there's a lot of people who wear like yeah. I'm pretty sure that you are supposed to not wear straps that are like smaller than two fingers or three I forgot it is but that's like never enforced. You can't wear strapless stuff. There shouldn't be stuff that has rips above the knee or mid thigh. I forgot. You can't wear shorts to class and you're technically supposed to wear long pants to class and you have to have on shoes obviously. If you're ever wearing a bikini on campus it has to be not a bikini. It has to be a tan-kini or a one-piece which we can make a one-piece work. tan-kini-young. You can't wear shorts to class. I don't know if you I've said that already but then at the gym it's very like sometimes it's super strict and sometimes it's more lenient. Basically you can't be showing any of your like midsection and one time I got dress coated for being in stuff that was like everything was tight. So I was wearing like a tight tank top and tight shorts and like I got dress coated for that so not really sure what was up with that but probably just because I was not being modest. And modest is hottest folks. Anyways you also can't have any face or other piercings other than little studs. It literally says small studs. I literally see people with like a trillion nose rings and stuff like that so I'm not sure why that's in there. Stay tuned for all questions answered about dorm life and the dorms.",subjective,dress
1832,1832,7351923529207598382,2024-03-29T18:58:35,62.0,US,"interview questions, Liberty University, Interview Answers, Interview Questions And Answers, Video Interviews, BYU Students Interview, byu interview, street interview, Interviewing Dumbest Answers, Liberty University Campus",2364.0,27.0,14.0,78600.0,"I’m jokin they’re very nice, but that was a long answer  #libertyuniversity #liberty #interviewinglibertystudents #interviews#libertyinfluencers",False,,sir_gabriel24,Gabe Wilson,,,,,,False,Liberty University,2021,@sir_gabriel24_video_7351923529207598382.txt," I'm Aubrey Seats, Talia Silver. What is the shortest amount of time you would date someone before you get engaged? Oh, shortest amount of time? Yeah. Well, I've never dated anyone, so I don't know. Yeah, I mean, hypothetically. OK. Maybe like maybe six months, but I'd really have to know like from God. Like personally, I have to be like, oh, wow, like I'm so set and in love that like, I guess is a good idea. But maybe I would say a year though, honestly, a year. OK. Two years. I've heard like when you know, you know, but also like I've never known, so I don't know. But maybe like, I think it's got to be like a year or two. A year. Minimum. Because sometimes after a year or six months, like they start to break and you're like, oh, I don't want to spend a week with that. All right. Thank you. A year. One year. Can you play something on the violin? Let's play. I love something. I'm falling in love. Yeah, yeah. That's a fit to the thing. Six, eight months.",subjective,relationship timing
1833,1833,7342578543877950766,2024-03-04T13:35:35,60.0,US,"Liberty University, BYU Student Interview, Liberty University Rules, liberty, Interview Questions, university, Liberty University Campus, University Experience, byu interviews, liberty university parties",49800.0,451.0,344.0,692300.0,What’s your favorite rule? #libertyuniversity #libertyinterviews ,False,,robert_carpenter,Robert Carpenter,,,,,,False,Liberty University,2021,@robert_carpenter_video_7342578543877950766.txt," What's your favorite rule? Guys and girls cannot mix in dorm rooms except for once every semester. It brings me security because I'm scared of women. What's your favorite rule? No holding hands on campus and no dancing. I just hate having fun. What's your favorite rule? No attending a dance rule. I kind of created a swing dance club on campus and they won't let us become an official club because we dance. What's your favorite rule? Probably the 10 p.m. curfew on Wednesdays and the rest of the week it's like midnight or midnight 30. What's your favorite rule? I kind of like the curfew. It lets me go to bed at 12 without having much foma. What's your favorite rule? My favorite actual rule is probably no drinking on campus. What's your favorite rule? Girls in the dorm. I think it actually keeps a lot of trouble out. Anytime I see other colleges with like females and dorms it actually surprises me. What's your favorite rule? Probably curfew. I just love being told when to go to bed as a 20 year old. What's your favorite rule? I need to be in bed by 12 anyways. So the fact that I have to be in bed by 12 is perfect. Have you ever missed curfew? Yeah, all the time. Points to be getting tacked on to you, right? My Lord forgives.",subjective,campus
1834,1834,7351846135675358510,2024-03-29T13:58:12,13.0,US,"Liberty University, university, Liberty University Campus, University Life, College University, liberty university parties, liberty, Liberty University Tour, Campus University, University Experience",253.0,8.0,4.0,11900.0,What is happening?😂 #libertyuniversity ,False,,dcepeda21,Daniel Cepeda,,,,,,False,Liberty University,2021,@dcepeda21_video_7351846135675358510.txt, 고맙습니다!,subjective,not english
1835,1835,7283579685164944683,2023-09-27T14:49:15,36.0,US,"Liberty University, College Life, college, liberty university cfaw, University Life, university, College Student Life, campus, College TikTok, liberty",5679.0,126.0,287.0,290000.0,highschoolers take on Liberty U❤️‍🔥 ##lifeasroomies##collegelife##libertyuniversity##highschool,False,,lifeasroomies,aubs & tals: college lifestyle,,,,,,False,Liberty University,2021,@lifeasroomies_video_7283579685164944683.txt," Ask AC for students. Why Liberty? Why are you looking at coming to Liberty University? It's a good Christian school, more classes, opportunities. The free food. I respect it. We love the food here. I think the number one thing was like community, the faith aspect of it. I like the business school. It's just a great campus. You feel the spirit of God here. Great answer. Music program is really awesome. You know what to look at that more. That's awesome. I want to go here because I want to pursue my degree in business at leadership and I want to open a business after college. Wow, you already have your whole life planned out. Very impressive coming from a C-POP student. Thank you.",subjective,christian education
1836,1836,7349199389245852974,2024-03-22T10:48:05,65.0,US,"campus tag, Liberty University Campus, Liberty University, campus, Campus University, university, Campus University Tour, liberty, Campus Tours, Liberty University Tour",69600.0,475.0,159.0,660600.0,Camera quality 📈#hopecore#Libertyuniversity#tag#campustag,False,,sir_gabriel24,Gabe Wilson,,,,,,False,Liberty University,2021,@sir_gabriel24_video_7349199389245852974.txt,再決不要誰在手呢再去一群再決再天日器官StageTiger你自己出,not sure,not english
1837,1837,7336425541626498346,2024-02-16T23:38:21,15.0,US,"Liberty University, college, College University, College TikTok, university, Liberty University Campus, college life, College Students, College Parties, liberty university parties",71100.0,4049.0,331.0,352400.0,i think i like this little life 🥰 #college #libertyuniversity #bestfriend ,False,,ally_rayy,ally teichert,,,,,,False,Liberty University,2021,@ally_rayy_video_7336425541626498346.txt, I think I like this little life. This little life. I think I like this little life.,subjective,not english
1838,1838,7327097708278271274,2024-01-22T20:21:48,191.0,US,"liberty university, liberty university parties, liberty university rules, Liberty University Campus, college rules, liberty university strict rules, liberty university controversy, rules at our college, university rules, byu rules",636800.0,20000.0,13000.0,7400000.0,we love it here but these are the rules #libertyuniversity #rules #college ,False,,mocepeda,mo :),,,,,,False,Liberty University,2021,@mocepeda_video_7327097708278271274.txt," Rules at our university that would send a normal person into a spiral. Part one. We have a bedtime. Just kidding. It's a curfew and on the weekdays it's 12 a.m. And on the weekends we get 30 extra minutes. 12 30 a.m. Wednesdays it's 10 p.m. You can't have people of the opposite gender in your dorms at all. None. At all. Another rule that we have to follow is that you have to sign out. AKA fill out a little permission slip to get permission to say off campus. And you have to stay with a Mary couple. Not with Mary, single. So y'all sneak you link on the low. Okay, so you can't wear shorts or class. Doesn't matter if you're a girl or a guy. You cannot wear shorts or class. If you're a girl you either have to wear a skirt or long pants. And if you're a guy you have to wear long pants. You're also not supposed to wear sweatpants either. No sweatpants to class. Mm-mm. That's an honor. When you go to the gym. For example, this wouldn't be a lot of... Dress code! You would get dressed coded and kicked out of the gym because you're showing your mid-dirt! No, a bad draft. You cannot drink alcohol in or outside of the university. Even if you're 21. Even if you're at home with your family and you're 21. You cannot drink alcohol while you are involved in the university. Or else you get called on the Liberty University Police Department. It can't solve! Get married. So we do have a culture called Ring By Spring. Am I precious roommates? I asked me to talk about this because they're probably going to be married next year at the age of 20. So the Ring By Spring culture is that you literally get married while you're going to school there. Like fresh man of roles. Oh, that's not a rule but that's how it's done. It's not a rule but it always happens. But it's not a rule but it's the answer. You have to be over 21 to move off campus unless you feel like an exemption form for mental health or some other... Some other reason. ...thing that would get you approved to move off campus. Which we did! Which we did! So we have something called convocation every Wednesday and Friday from 10.30 to 12. Where you have to go with basically like charge for those of you who don't know what that is. And while you are at combo, your arrays will go into your room, make sure it's clean, your beds made. Your bed has to be made. Your stuff is together. Garbage taken out. No, above the floor. Nothing on the floor. Nothing. Clean up your laundry. And if this isn't, you get points taken away and points will get you out of the university. And what are points equal? Money that you are. Fine. Come back for a part two. I have more on your mind. Also disclaimer, we love our university and these are just the rules. We're not bashing it. Where we go, like actually come here, we love it so much and the rules me out, I think so, guys. Yeah, we like it a lot. I know all of y'all are gonna think of me as well. We love it! We love it!",subjective,university rules
1839,1839,7344809726531734826,2024-03-10T19:10:00,158.0,US,"Liberty University, university, college, liberty, College University, Liberty University Campus, College USA, Liberty University Online, liberty university parties, Liberty University Tour",19200.0,851.0,437.0,267300.0,Liberty University pays $14 million fine after hiding crimes #libertyuniversity #libertyuniversityconfessions #cleryact #fine #college #university #news,False,,drift0rtv,Drift0r,,,,,,False,Liberty University,2021,@drift0rtv_video_7344809726531734826.txt," bad news for Liberty University today as they're going to be forced to pay $14 million to the federal government in the form of the largest fine ever-loved under the Federal Clary Act, which we're going to explain in just a moment. In case you're unfamiliar, Liberty University is by far the biggest and most influential Christian college in the nation. It was founded by the famous pastor Jerry Falwell and has grown to be one of the most prominent Christian organizations in the country. The Clary Act is a law that requires colleges and universities that receive federal funding to collect data on campus crime and notify students of threats. Schools must disseminate an annual security report that includes crime reports and information to improve campus safety. And as the article says, Liberty has marketed itself for years as having one of the safest campuses in the nation with 15,000 students enrolled in the school in Lynchburg. Its police department had one single officer with little to no oversight investigating all crimes for just under a decade for 15,000 students plus residents plus faculty. And the U.S. Department of Education said it identified numerous cases that resulted in misclassification or underreporting of crimes. Instead of just underreporting crimes or trying to hide sexual crimes, many victims of sexual crimes feared reporting because of concerns of reprisal. The final program review stated several were punished for violating the student cone of conduct known as the Liberty Way while there are salents were left unpunished. There's a story up here. I'm not going to get into too much of the details up, but it's it's basically that, but I'm not going to read it for you here on TikTok. It's a little nasty. Consequently, many victims of sexual assault felt dissuaded by Liberty administration's reputation for punishing sexual assault survivors rather than helping them. Such fears created a culture of silence where sexual assaults commonly went unreported at Liberty University. Liberty University has admitted some fault here, paying the fines, they're cooperating, they're trying to clean this up. And I think one of the main reasons they're doing that is because they don't want the university to get a bad reputation. If a Christian college gets a reputation for being a rape school, it's going to completely implode. However, they're also dealing with issues above lawsuits by former students and employees who accuse the school of all of these things. And they just recently settled a civil suit with 12 women after they accused the school of fostering an unsafe environment and mishandling cases of sexual assault. So yeah, the the private Christian University at Lynchburg, Virginia, maybe not the safest campus to go to.",subjective,campus
