,File Name,Content,Subjectivity/Objectivity
397,@elenaboutgeorgia_video_7272348804882435346.txt," 15 Busan 14 vid 1888年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 19 2019年",subjective
398,@habibibears_video_7298757125113662766.txt," Did you know? 110 million people around the world lived their house because it's not safe. That's more than that people lived in Germany. They have to live their house because the war and the religion and human rights is not safe. That happened to us in 2014. Yes, the easiest we were attacked. We are rebuilding our lives now, so follow us to learn more.",subjective
399,@pokrov_video_7209204119175810312.txt," Собирайся! Пошли! Кау! Иди, а вот это... Ммм! Ха RES! Ха-ха! Ха-ха! Вау! Ух, пиг! Ах! Ха-ха! Свинья! Ха-ха! Хрю-хрю! Ха-ха! Фраг, в which is like... ...ребет, ребет. Ха-ха! Легушка! Ква-ква! Ква-ква! Ребей? И then like a chicken, which is like... ...ва-ква! Курицыть! Да, куда-куда-ка! Ха-ха!",subjective
400,@hananyanaftali_video_7069733362528734465.txt," NATO is the North Atlantic Treaty Organization. It's basically a military coalition between Western countries and also countries in Eastern Europe. It has a lot of sections, but the main one is that if one country is attacked by another country, then all of the countries in this military coalition will come to the help of that specific country until order is restored and peace is restored. So Ukraine wants to be part of that. The NATO military coalition was established in 1949 and the Russians were not part of that. It was mainly a Western thing, so they established their own thing and mind you, this is the era of the Cold War. So they established the Warsaw Pact that included Eastern European countries. But after the collapse of the Soviet Union, these Eastern European countries like Hungary and Romania joined the NATO. So the Russians found themselves threatened by NATO and now Ukraine wanting to join NATO was a red line for Putin. He said he basically wants to have a country that will separate between NATO, between the West and the Russian territory and Ukraine is just about in the middle.",subjective
401,@deft.data_video_7358837570760985888.txt," to I'm so happy to see you I'm so happy to see you I'm so happy to see you I'm so happy to see you I'm so happy to see you I'm so happy to see you I'm so happy to see you I'm so cool, I just love to see you I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I",subjective
402,@carachinabusiness_video_7313152175616658690.txt," 3. Opportunity cities in China, you must not miss 3. You Exactly Food here, you will international trade market. This is the biggest hotel market of small commodities in the world. The market is derived into 13 streets, covering area of 4 million square meters, that's around 560 square feet. And it has 70,000 booths in sign, that has 4 million kinds of products. Literally, you can find any small products here, front toys and jewelry to clothes in home decor and in that your hardware. What's more, the supply chain is amazing. You can get the most competitive price here. You know what? Even a lot of Alibaba sellers go to products here. So, if you want to find the cheapest products in China, you can check out here. By the way, what is the product's vision map for future business trade? It will help you prickly in the right product area. Or carry a business partner in China.",subjective
403,@nightmarefuel___video_7247247937128942875.txt, images music music I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station.,subjective
404,@kitbagkid_video_7203076678514593070.txt," Russian President Valimir Putin announced on Monday that he would be suspending Russia's participation in the new strategic arms reduction treaty which has been in place with the US since 2011. Despite the suspension, Russian officials have clarified that they will still comply with the current treaty limits on long-range nuclear arsenals. The new start treaty is aimed at limiting the number of long-range nuclear weapons that both countries can deploy, calm and allows for mutual expression of each other's strategic nuclear sites up to 18 times per year with short notice. Some analysts notice that the suspension of the Russians' participation in the treaty is not considered a formal withdrawal, but it could create more difficulty in determining compliance. Moreover, Putin warned that Russia is willing to restart nuclear weapon tests. If the US does so, a practice that has been mostly banned since 1960. The suspension of Russia's participation in the treaty and the possibility of nuclear weapons testing have deep concerns and a potential new arms race between the US and Russia. If you're not following me, please follow me now and thank you so much for watching this video.",subjective
405,@.travelhub_video_7192919124706659589.txt," Живая не уйдет, зато уйдет, умирает",subjective
406,@knowledgeinplatforms_video_7148737567746198826.txt," Perkiles did improve on safety since it started in California a hundred years earlier. The large poles around each test site are lightning rods to divert strikes from the area's numerous storms and to prevent explosions. Nonetheless, one man was killed at T-Coy. In 1984, crushed beneath a motor that came loose during Securement to the Test Block, an accident for which the United States Occupational Safety and Health Administration find Hercules $640. The end of the 1980s was the beginning of the end for Hercules. The United States had been slowing production of nuclear warheads and needed fewer missiles to carry them. T-Coy was used less as a testing site and more as a storage location as military contracts dried up, leading to hundreds of layoffs in the early 1990s. Though the United States no longer needed the facility for strategic production, it was still strategically useful in a different way. Politics In 1991, the United States and the Soviet Union signed start, the Strategic Arms Reduction Treaty, where both agreed to reduce the size of their nuclear stockpiles. Because, of course, neither country was just going to take the word of the other, numerous trust but verify policies were put into place. For example, both sides disabling their long-range bombers out in the open for the others' satellites to see. And each country picked weapon production sites the other could inspect. The United States provided a list of dozens of sites for the Soviets, one of which was the T-Coy Test Range, and is why the sign in Russian is at the entrance. Temporary housing for the inspection team was built in the Soviet Union to ensure the Americans had not installed any bugs in the walls or tampered with the equipment and transported to Utah, forming a small Soviet outpost in Magna, the flags of which had to be changed after the Soviet Union dissolved and inspection duties fell to the Russian Federation. T-Coy limped on during the inspection period, but in 1995 with too many cancelled contracts, and now failing Hercules' incorporated put itself up for sale, acquired by Alliance Tech Systems, an American aerospace defense and sporting goods company. In 1999, the lease on this land expired. Alliance Tech Systems did not renew, and control of the T-Coy Test Range reverted to the Skull Valley Indian Reservation, within the borders of which T-Coy sits. Though T-Coy operates no more, its work lives on. 120 trident nuclear missiles are still actively deployed, waiting with their solid fuel motors calibrated here at T-Coy to assure mutual destruction.",subjective
407,@victoriamatvv_video_7191161823314414854.txt, Gerilim,subjective
408,@1_mi_store_video_7161975656031554822.txt," When you come to you, you must know the international trade market, which divided into five districts. Let me take a look at the various zones of international trade markets. Today, I would like to introduce you the district one. We are on the first floor of the Zoom one, the floor of the camera. Here are the touch-tacel points. The kinds of plush, electric, and inflatable products are all hot sellers. Here, you can always see brands who come from all over the world. Pick up please.",subjective
409,@military_shot53_video_7231588828773993754.txt, 1-2-3-4-3-4-3-4-3-4-3-4-3-4-3-4-3-4-3-4-3-4-3-4-3-4-3-4-3-4-3-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4 Thank you for watching!,objective
410,@beachlifeflorida_video_7299537986046233899.txt,ぷらこれ滅づき drive,subjective
411,@originalshazology_video_7220311481286495494.txt," Russia had its own pussy riot moment. What do you think of Donald Trump's pussy riot moment? Well, I don't know whether this would... I English is not my mother tongue, I don't know, but I would sound decent. There are so many pussies around your presidential campaign on both sides that I prefer not to comment about this. Oh my goodness, I wasn't expecting that.",subjective
412,@adammuminovic_video_6911521255434751238.txt, مهور فرح مقص دو مهور فرح مقص دو,subjective
413,@investingingold_video_7339926642803920174.txt," And because of this, the US and the dollar get away with a whole lot more than anyone else. I'll tell you exactly what I mean by that in just a minute, and this is really mind-blowing stuff. But first, let's briefly talk about why the dollar is so dominant. First things first, it's the global reserve currency, right? Central banks across the globe hold a significant portion of their reserves in dollars. This dominance provides the US with a boatload of economic and financial advantages. And a large portion of international trade and financial transactions are conducted in dollars, even between countries that do not use the dollar domestically. Now, would you imagine that? Major commodities such as oil, gold, and tons of others are priced and traded in dollars on the global market. This means the changes in the value of the dollar can have a direct impact on global commodity prices.",subjective
414,@mapslapse_video_7235653878669118726.txt, So lies on me 19 Little like a football coach a long time you You,subjective
415,@attentiveeu_video_7327198054715510049.txt, Shhhhhhhhhhhhhhhhhhhhhhh chattering,subjective
416,@extremenature8_video_7324380568836115754.txt, You all and always the colors high Keep old thieves and beggars never shall we die Now some have died and some are alive And others say lonely sin With their keys to the cage and the devil to bear We lay to feed their scream You,subjective
417,@nbcnews_video_7327726275160788254.txt," I will build an iron dome over our country, a state-of-the-art missile defense shield. But how would that even work? Because, well, Israel's iron dome is praised for being really good at its job. Many rockets, many interceptions. That job is specialized, using radar to detect and if it seems necessary, destroy incoming rockets, like these sent from Gaza. Israel has 10 of these iron dome batteries, each of which is designed to defend 60 square miles. For a country the size of Israel, that was a long way to cover where many people live. But the US is so much bigger, it would require thousands. More importantly, these focus on relatively basic, short-range projectiles. They likely wouldn't protect against more advanced missiles, fired from far away. Those are a much bigger challenge to stop. But when the US has been investing billions of dollars in for decades. Despite Trump saying, We help other countries, we don't do it for ourselves. On a smaller scale, the US does have two iron dome batteries. They tested one at the US military-based in Guam, defending against a hypothetical threat that some fear from China. But announced in the fall that they were releasing these two back to Israel.",subjective
418,@russf.d_video_7299023859838111008.txt," Пидайте, пожалуйста, микрофон. А тут заряжите сейчас еще. Мне хочется сказать, вы придурки нет. Нажрался, как у нас, говорят, напился водки. И устроил потасов. И дальше перестает удивляться, мы пара накладбище. Что это такое? Совсем сумасшедший. Такая убаса у положительность. Я хоть и не очень хорошо может быть учился в университете, потому что пиво много выпил свободное время. Но все-таки кое-что помни еще за... Что еще такое? Кисто сидишь. Андрей, глубнесть. Техорч. Сказали о том, что существует проблему про имы и крын. Вы как бы разделили крын и украину. И это правильно. Вопрос. Как вы расслабляете ответ. Я не набрегаюсь. Что мы зубы виблием всем, так, чтобы они не могли кусаться. Я не знаю, какие, не знаю, какие придурки это говорит. Говори. Нечего на зеркало пенять, если рожа кревает. Вы чего, хватите, чтобы я земли ел из гашка с цветами. Вайшее место упораши. Удивительный идиоты. А с в этом случае не спокоит только одно. Как бы они не пропскали. Известный детский стишок. У нас в квартире газ. У вас. Надо ли что-то обещать поеде? Как все, я заодно место. Почему заодно? Если мы какие-то сбой допустим, могут послать еще по одному направлению. У нас народ знает куда-то. Везде не вернул. Дела вас в беде или противник? Нам было отказано возбуждение, потому что как бы отсутствует потерпевшесть. Затите ко мне после. И сейчас мы найдем потерпевше.",subjective
419,@moscowstreetswalks_video_7294340801172213023.txt, dat,subjective
420,@joeycontino2_video_7294424942924582190.txt," Vladimir Putin is not dead. We're starting off this story with that because right now there's a lot of rumors and speculation stating that he has died from his injuries on Sunday. For those who don't know on Monday, a large Russian telegram group announced that on Sunday night Putin had a heart attack in his presidential suite. That account really has given mixed information throughout the past year and a half. Sometimes their stuff was true, sometimes it was false. But the big thing is that when they were true, they were ahead of the game. That sometimes made them very credible, which is why when they put out some information, people do tend to believe them. So when they announced that Putin had a heart attack at 9 p.m. on Sunday, a lot of sources started to believe it. Though the Kremlin said that's a hoax and it's not true. This channel, General SVU, is now coming out and earlier today announced that Putin had died from his injuries on Sunday. The Kremlin responded to this by denying it outright saying that is not true, but interestingly enough, there is one interesting thing going on behind the scenes. It's no secret that Putin does have body doubles. We've talked about it on this channel. They walk differently, they swing their arms differently, and sometimes in the face they look very off. It has been reported and confirmed by many different Russian telegram groups that his body doubles. Their security has been beefed up. There are some people who have said that well, Putin can't be dead because on Wednesday, he was at a meeting where they were talking about the nuclear strikes or the revenge strikes. While Summers saying it's possible that they could have cut in other footage of him to make it seem like he was all well and alive, but I just want to leave you with this. As of right now, there is no verified, no confirmation. There really is no evidence that he has died nor has he had a heart attack. I'll be sure to keep you guys in the loop because this story is breaking right now. So it's possible that a lot of other news sources are going to pick up on it. Just now you understand what's going on where the information is coming from and that it's not true at this time.",subjective
421,@hvfootball1901_video_7306911866603851041.txt, I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm going to go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station.,subjective
422,@omaragamyy_video_7322429618005265670.txt," Hey Belarus, what's new with you? President just signed a law to give himself a immunity from any criminal prosecution. What? He signed a law that would get... I heard you, but like he signed a law for himself so that he would never get like criminally prosecuted. So that's not it. He also gave himself lifelong state protection, medical care and insurance for him and his family. So were people okay with this? Not really, but there isn't much that they can do. I think he's set to do any crime you want to. I think so.",subjective
423,@factsvsopinions__video_7349609785530092842.txt, All right everyone this is the current update on the Russian attack. Currently they have arrested more than four individuals in direct relation to the attack with many more detained. They have been interrogating these individuals with one of them stating they were recruited after staying in a hostel and in need of money desperately. They were then contacted by someone who hired them to kill people for money. After the attack these individuals fled in a white car near the border on their way to Ukraine. As it stands now more than 150 people have been killed with hundreds more injured. Unfortunately due to TIGTOKS policy I can oppose some of the more severe images and videos. The concert hall where this took place has been destroyed by the attackers after they blew up bombs inside the venue. Currently there is a mission to find people trapped inside the venue. At this moment the terrorist group ISIS has taken responsibility for the attack. Also many public spaces in the area are still on lockdown. As you can see here these are the interrogations and this is the concert hall where rescue mission is being taken place at the moment.,subjective
424,@the.kir.ko_video_7142490328493313286.txt, Neigh car,subjective
425,@freedomtruthsoverighty_video_7224368755181178120.txt, Сбитые леонидские и Вано вечер! СПОКОЙНАЯ МУЗЫКА,subjective
426,@aliyevaal_video_7229765152529255722.txt, 아직 되겠지び다 지나서 만나INE,subjective
427,@vicenews_video_7207494784578063622.txt," Ukraine. You were, which we are trying to stop and which was launched against us using Ukraine. You Ukrainian people, of course, it influenced, influenced, influenced the policy of Russia, including the energy policy.",subjective
428,@zhadyftw_video_7264442505150598406.txt, I got someone on my mind You were a stone Take me down to the heart To you,subjective
429,@imperial_history10_video_7265587214619282730.txt," 78 years ago, on August 9, 1945, the US dropped a second atomic bomb on Japan in the city of Nagasaki. Despite the devastation the first bomb brought to Hiroshima, the Japanese war council denied the terms of unconditional surrender by the Potsdam Conference. B-29 bombers took off from Tinian Island with Boxcar carrying the second atomic bomb nicknamed Fatboy. The city of Kokura was the initial target for the bomb, but clouds and smoke made an accurate bombing impossible. Nagasaki also had poor visibility, but an opening in the clouds made it possible for Bombadier Kermit K-Bhen to release the bomb. The second bomb was 40% more powerful, obliterating everything within a mile. Around 40,000 people were killed by the initial blast, with over 100,000 deaths attributable to the after-effects.",subjective
430,@sbsnews_au_video_7347539463104482578.txt," Я думаю, что все возможны в современной мире, но я уже говорил, и это понятно для всех, что это будет в одном шаге от полномасштабной третьей мировой войны. Думаю, что в этом вряд ли кто-нибудь заинтересован. Война служа, еще страннота там присутствует, мы же знаем. Ну, и слышим, и французскую речь, и английскую речь. Ничего хорошего в этом нет. Прежде всего для них, потому что они погибают. И в большом количестве. Ну, в конечном итоге это же не наш выбор. Если кто-то хочет не немножко прикрыть внутреполитические проблемы своей агрессивной внешней риатурикой, то это известные вовсюмири и часто применяемые приемы.",subjective
431,@newsweek_video_7354033563186089259.txt," NATO is in a very strong place today because they believe that Russia poses a threat to their security. For the first time in American history, there seems to be the development of a real partisan divide over NATO's future. NATO has survived for so long because President after President has championed the alliance. If the United States elects a president who decides to withdraw from NATO, then that will lead to a scramble by the European powers to try and find a new way of organizing. If President Trump comes to office and continues to take a hard line against NATO, it doesn't guarantee one particular future. It could involve a future that's very dangerous at the collapse of NATO. It could also coincide with these calls from President Trump for the Europeans to spend more on defense. I would argue that the United States job in the world would be much more complicated if it also had to deal with trying to reorganize European security in a way that suited its interests. It's possible to imagine a future without NATO, but it would be in the United States' interest to really figure out a plan for that new world.",subjective
432,@tntmac99_video_7354617402589646126.txt," Thanks for watching myrelang time, K Steven & Christopher",subjective
433,@qirimlia_video_7282019255825091872.txt," ДИНАМИЧНАЯ МУЗЫКА Я не хочу, и жить красиво. Я говорил, катун не рыд. Где флаг поясся, а мы не разрешали. ДИНАМИЧНАЯ МУЗЫКА",subjective
434,@thomassebastian___video_7358950173730540842.txt," Ay Tito, tú me vas a dar de cabo Yo soy un sucado, no me lo no do Que conmigo la baby, eto Hoy la pudo caron Cada ponte es de la moda oión Tú me lo cae y duro vos ron Te duro por neparme y yo por ti me dí lo to'",subjective
435,@euro2024_video_7019000558430342405.txt," I wanna make a supersonic night out of you It's nothing now, I'm having such a good time",subjective
436,@thelights___video_7212356867916303658.txt," Last night, there was another attack on one of our outreach facilities. Proof of the involvement of a member state is being uploaded to your mobile devices. As we speak. And as for the identity of the attackers. The",subjective
437,@zevova35_video_7358501020068105515.txt," No, first of all, you said that I said that when I was young, yes, when I wouldn't mean it to an I'm still younger.",subjective
438,@sandovalfollie752_video_7068855801841978666.txt,,
439,@justiceiix_video_7357413826884635909.txt,,
440,@sreang016_video_7163912379917536539.txt,,
441,@russian_0_0_7_video_7150880503585852714.txt," Prested from China,rying to end the war, But I don´t understand that all. Your President said, last week, that President Xi had raised concerned about the war with President Putin? Did he say, did he say, that he said, pressure from China? Did you say, that he said, pressure from China? Yes,I know, pressure from China, and I didn´t say that I didn´t stay in China, Yeah, no, no no, no, no. You asked me 658 points at a China How do we feel under pressure from China, I don´t know, right?走左右 and this is a highóruncle Let's be honest. How are you coming under any pressure from China? Look, you may tell your readers, listeners, viewers that I avoided your claim, to answer your question.",subjective
442,@metropolesoficial_video_7338597951167663366.txt," Ну, я не хочу подробно комментировать проблему, который испытывает нашу бразильский хозяева, проблему заправки топливом самолетов и на странных гостей. Так получилось. Это тоже хороший пример для того, чтобы понять, как геополитик влияет на даже непросто экономику. Нормальное между сударственные связи. Так получилось, что здесь вразилии практически нет а компании, которые заправляют самолет, и которые не преднодвижали бы западным корпорациям. Но я хочу отметить действие наших бразильских хозяев, которые предпринимали все, чтобы этот вопрос решился. И такая встреча сегодня состоится.",subjective
443,@conflictz6_video_7359028658427923758.txt," Я обращаюсь их народу Украины. Искренне хочу, чтобы вы нас подел. Мы ни в коем случае не хотим, но нести вам вред. Не верте тем, кто пугает вас России. А как мы могли отказать людям, которые там проживают, взятать под свою изнащую, подкрывать? Не возможно. Просто нас поставили в ситуацию, когда мы не могли поступить иначе. Весь югу-восток Украины он всегда был про российский. Потому что это исторические российские территории. Дело в отношении к людям. Но и только для того, чтобы их окончательно там не раздавили, не съели, не порвали. И будем это делать дальше. Мы хотим, чтобы на все территории Украины в том числе не на дамбассе был мир и процветание.",subjective
444,@andrews.blah.blah_video_7281344155408862510.txt," What is a war crime? Well, war crime is pretty simple. It's something that most countries agree, yeah, that is not cool. For example, cluster bombs, which is basically illegal in every single country except for the two big ones. America and Russia, so that's kind of nice. But there are things that should become war crimes, but apparently are not war crimes. For example, the most dangerous weapon of all time, nuclear weapons. They can blow up one city in one go. They should be banned, but apparently they're not banned, mainly because most of the most powerful countries who have nukes kind of use them as a political bargaining tool. It's not that safe. So that should become a war crime. But is it? Yeah, chlorine gas can take out a whole battalion. But, you know, nukes aren't really used for offensive. They aren't used for defending yourself. They're used for destroying civilian populations. Now, that is what I call a war crime. Same thing for cluster bombs. Basically, the only use for cluster bomb is either to scare a bunch of soldiers away or to injure civilians, which is what it's most commonly used for. That's why that's a war crime in most countries. It's same thing with nuclear weapons. They should be war crimes, but unfortunately, they aren't, and that needs to change.",subjective
445,@scooby.snacker_video_7101007052398546219.txt, Редактор субтитров А.Семкин Корректор А.Егорова,subjective
446,@alpha.tango.mike_video_7324915718959516970.txt," The Iron Dome is a revolutionary defense system jointly developed by the USA and Israel. Let's see how it protects against rocket attacks. When a hostile rocket is launched, the Iron Dome's radar system quickly detects and tracks its path. Sophisticated algorithms then calculate the rocket's trajectory, determining if it poses a threat to populated areas. If a threat is detected, the Iron Dome launches an interceptor missile to neutralize the rocket in mid-air, far from its target. This system has shown remarkable effectiveness, reportedly intercepting over 90% of targeted threats. Its high success rate in neutralizing rocket attacks has been a game changer in air defense, protecting countless lives, and maintaining peace in regions under three days.",objective
447,@united24.media_video_7296255112102579462.txt," This is the Black Sea. It lies perfectly between Europe and Asia. It is bounded by Ukraine, three NATO countries, Georgia and Russia. Right now the Black Sea is one of the major hot spots, where international order is being tested, where Russia struck the Ukrainian Navy and is bullying the United States. Head on, here is how it looks. First Russia occupied Crimea, with its shipyards, airfields and seaports. From there it is projecting its military power onto the Mediterranean in the Middle East. Even before the full-scale invasion, the Russian fleet started a hybrid war with NATO. It closed strips of the Black Sea for navigation, disrupting NATO exercises, sea breeze and agile spirit. And after the full-scale invasion, it only got worse. Russia blockaded Ukrainian ports. Its jets disrupted an American surveillance drug flying in international airspace. Its naval infantry boarded a merchant vessel in international waters. This is piracy, pure and simple. Russia is constantly violating the United Nations Charter and the United Nations Convention on the Law of the Sea. It poses a danger for Ukraine and all its neighbors. In 2021 Ukraine created the Crimea platform, a diplomatic and expert network with five priorities. Security, sanctions, human rights, religious rights and deoccupation. Pay attention. The Black Sea is closer than everyone thinks.",subjective
448,@melaniemorales140_video_7358624479154818350.txt," Oh, dude. So I had a German friend and she would always tell me that I don't belong in America, that I probably should move to Europe because of my personality. And I guess how I can be straightforward and I don't feel like it should hurt people's feelings. And like I said, she's German and all. And I guess Europeans are very much like that. So an example is we were at my husband's friend's house and he tends to have nothing but soda juice and beers in his fridge. And I like to drink water, especially if we're eating a lot of salty foods. I need a hydrate. And he has no water. And so I asked him, I said, do you have something against water? Is there like a vendetta against water? My husband said that I can't say things like that. I can't put them on blast. I was like, I was just making an observation. He literally doesn't have water in his house. Or like the time where I went to the gym and a personal trainer was trying to schedule me like a training appointment. And he was like, oh, can you do Friday or something at such and such time? I was like, oh no, I can't. I have a funeral to go to. And I said it just like that. And he looked at me with the blank stare. He didn't know what to say. And I was like, oh no, it's OK. It was just like a second on goal or whatever. But yeah. Or the time I was in college and then I told this girl, I noticed that she didn't have her eyebrows done. It looked like for a long time. And I was like, hey, I do eyebrow threading and stuff like that. I could definitely do your eyebrows for free if you want. I'm licensed and stuff like that. And she got offended. And I made her cry. And yeah, I don't mean to do that.",subjective
449,@bellacnsourcing_video_7359048294611406111.txt," Hello, I'm EU International Trade Market, the biggest and the cheapest market in China. Here you can find 2.1 million products, all kinds of products you can find here. And now I'm EU Market, help my customer to find the direct factory. If you need follow me and better your business partner in China.",subjective
450,@miz_nelly1111_video_7348954929786113326.txt," Um, did you all see this? I mean, why is nobody talking about this? Yeah, so this look a little bit closer. I mean, I know this specific photo is old, but you didn't see the videos going around to talk about how Putin went in their vote in a revealing that Jesus is black. Now, I really don't like touching on the subject because you know a lot of people getting their feelings, but oh well, to talk this is only important, since any purpose is only. Now, I'm just gonna drop this video right here. Now, if you go to this YouTube page, see the Israel, you'll see the video, but just watch. And stacing back to the 14th century, brought together from private collections across Russia. It's very beautiful. It gives you goose pimples. It's a remarkable exhibition. It's an exhibition which feeds the senses. Everything is so gray outside at the moment, and here suddenly it's a feast for the eyes. And it's a feast that marks 100 years since religious icons started to be recognized as works of art. Before then, they were mainly viewed as religious objects, often left blackened over the centuries by the passage of time and added layers of paint. You're not sure it's cinematic, of course, in his episode. When we learned how to remove the dark layers, what? What? What? When we learned how to remove the dark layers, when we learned how to remove the dark layers, we discovered underneath an overwhelming beauty to such an extent that it shocked Andre Matisse, who was in Moscow at the time. He said, it's here that artists should come to learn to paint, not to Italy. But today, only a small number of these masterpiece remain, most were destroyed during the Soviet era. These icons are the survivors. If museums hadn't saved them, they wouldn't exist today. There are 50,000 icons in Russian museums before there were millions. All right, so now we're going to say, so this is a rumours going around about how the real reason why we have over Russia or the real reason why we don't mess with Russia is because they're about to rebuild the truth. And like I said, their rumours don't quote me on this. And I was doing something digging myself, but yeah, I want you to take a look at these photos. Um, yeah. . . . Now some. You have to believe which I won't believe, like, I said. I knowlakS. So, there's going to be people here getting Getting mad or make it some type of way, but yeah, I gotta take that up, but Jack colonizers Okay, and then last but not least I'm just gonna drop this video right here and if you go to this YouTube page right here Go black to Africa That's where I got the video from but I want you out the take a look at this video You You You Be like I said in the beginning this is only for entertainment purposes only and I do not know what I'm talking about",subjective
451,@taylorcassidyj_video_7218992902716788014.txt," y'all, we went from teaching black history to talking about it at the UN. The UN. Now you may be asking, what was essential to this United Nations outfit? I am into learning socks, okay? So basically, I was invited to speak at the annual ceremony in observance of the international date of remembrance of the victims of slavery and the transatlantic slave trade at the United Nations. Because the theme revolved around education, I made my remarks about how important it is that black history be taught in full. And there I am walking up to the podium. What's going through my head is that all of the events that have happened to my left and led up to this moment, including y'all. So thank you so much for not only supporting but being interested in black history along with me. I'm freaking out to the state.",subjective
452,@reallifelore.tiktok_video_7357274966565489963.txt," more helpful to think of modern Russia as more of an energy company that happens to also control a huge state armed with nuclear weapons. He led the state-owned oil company, Rosniyft, to produce 40% of Russia's total oil while controlling more than half of the company's shares. Similarly, the Russian state also controls more than half of the shares in Gazprom, the largest company in Russia that produces more than 12% of the entire world's natural gas supply. The CEOs of both companies are longtime friends of Putin dating back to the 1990s before he assumed the presidency. And unlike his immediate predecessors of the 1990s, Putin was incredibly fortunate because the international prices of oil and gas began to skyrocket shortly after he assumed office, and Russian financial power was once again on the upswing alongside it. In 2000, when Putin first took office in 2012, the value of Russia's annual oil and gas exports increased by around 7 fold. From only $53 billion in 2000 to $351 billion in 2012. Consequently, Putin used these funds to dramatically increase the annual budget of the Russian military by nearly 9 fold, from just $9.2 billion to $81.4 billion over that same time period. In addition to paying off the Soviet Union's entire outstanding debt and freeing up his ambitions across the rest of the post-Soviet world, outside of Central Asia, one of the biggest problems for Putin's goals were the old Soviet-era pipeline networks that took Russia's hydrocarbon resources to market in Europe. The Brotherhood Network through Ukraine and the Northern Lights Network through Belarus, Belarus remained an effective puppet state of the Kremlin, and so the Northern Lights Network wasn't very troubling, but Ukraine was very different. As late as 2005, 80% of Russia's",subjective
